# Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10, Bin 11, Bin 12, Chord
0.22641674161668712,0.38850521853160824,0.39462657491078224,0.494024307851353,0.8671296033366587,0.6954271308556211,0.3181926476845182,0.2750349890023815,0.5732952235777831,0.8139053687588355,0.6552659539076457,0.4176774944885611,a
0.3258990015854683,0.46157531151290127,0.41658801919313204,0.3566682425561994,0.48804180573480227,0.4963853390434807,0.3531789496746049,0.34884228824759195,0.650737768561061,0.8871007352243522,0.724447057816952,0.5537788201218387,a
0.4367941479013427,0.585447086310364,0.39172544640094586,0.3016179616038079,0.5193721280417092,0.4799190666425194,0.33176636573898066,0.4238951837590005,0.7400635342480432,0.9212647687170569,0.7328264557026921,0.5464264920179233,a
0.2769135993643127,0.5366482310134316,0.3846545653053648,0.4201025761514277,0.7936297147107665,0.6268680499887767,0.23435736128974063,0.20850439415642968,0.43779298569298497,0.6172068689936532,0.45005022476816153,0.35331593892385443,a
0.21386730904303394,0.35339454987877067,0.27561506268471353,0.20894560339264412,0.32932609075040936,0.2962580011477684,0.20172949265731208,0.27371950209792795,0.652419080177827,0.9755223833532918,0.7176690724898975,0.44912529448057664,a
0.22425330427842838,0.4448423954590301,0.3213100964237873,0.18641597098856602,0.26626230940353623,0.2018403830256762,0.11662434737904523,0.20624857805962696,0.6049869353800427,0.9260222995550516,0.6926762493545454,0.41448273250451384,a
0.298339554499359,0.5329837672316887,0.44845365467519577,0.3682659218129627,0.585254206655472,0.46606585622016017,0.21886747636372422,0.2450666133606912,0.5727807803746264,0.8225703958057258,0.6401272841266272,0.4804263040907756,a
0.34418639213402513,0.3709405061088968,0.367202598623142,0.2993102982256427,0.46196885480125616,0.41544492090440277,0.2274252590200156,0.26155770249841304,0.6320800267467426,0.9214549565075435,0.7371288001256776,0.6691322095298634,a
0.4822006619567813,0.6483811868711185,0.3912836783902257,0.44894574791184794,0.749252473973497,0.5042549351334008,0.2000970674843816,0.21386374197162955,0.43793669816358566,0.5651427341443713,0.46397834685361405,0.6416236795718854,a
0.49689929330816585,0.7518951060130898,0.4025639084176801,0.3669016545955639,0.6207803285079618,0.3921689150448855,0.14090173273031592,0.2045994286221896,0.5461202640405534,0.7451943845129454,0.5338103885878869,0.6002443989946947,a
0.26538001377171905,0.6223393956280356,0.5668051878257298,0.3050480241606034,0.43102968095834826,0.3336013957320409,0.16123040135789746,0.2141623197427056,0.6155086411818852,0.9697298347392648,0.6973268829497388,0.41385212843358743,a
0.316182358075502,0.7558327750027654,0.5608913715410718,0.3873539808706562,0.6212116713310072,0.5285793693245582,0.2641010424129577,0.24816903999721915,0.46641723929672085,0.7017051525252986,0.5095061755867124,0.33900618059457693,a
0.2732674191259488,0.5641614017914441,0.5353330992208009,0.5190617363520954,0.7030599743862097,0.6371842834012102,0.31693818563912557,0.2810349364227883,0.6931466217621671,0.9460596091307261,0.8042024085966939,0.48591468750912764,a
0.3092333258411805,0.336751452101734,0.3427052906132581,0.27874280769887483,0.41516505944722826,0.3888832734462947,0.23261240124118243,0.264792056015545,0.6234526025443353,0.9180390942243645,0.7544259641038119,0.6593180368068148,a
0.32631716927448445,0.4233769177997018,0.2760031206934919,0.28554647787514975,0.5392825191116845,0.3968187660463935,0.14656699699252154,0.196154796620552,0.5869196122095534,0.9754559865441671,0.7554215335997131,0.6701009163275785,a
0.2923676282034564,0.5489978608049614,0.42114134287749555,0.23178574405546692,0.32181054892176303,0.2900158704975805,0.1856499511762197,0.2469562061694108,0.6209944297475252,0.8641442112595361,0.6487950153266102,0.4903904710161755,a
0.29933659628403386,0.4117849578439637,0.3689269424611351,0.2351832062853695,0.30248256718792377,0.2858717755911768,0.22748162432336727,0.29695291296968174,0.6814575151237345,0.9504019318777809,0.7391130753544578,0.5915394897677446,a
0.32816938063754214,0.4967496078228511,0.36989765019915166,0.27707330825954635,0.3848955132490506,0.2873623896660259,0.20271789374447538,0.2917256783333378,0.7159594425468585,0.9099816991158605,0.717436181732052,0.6376699628506235,a
0.21421969693210613,0.5232442192180939,0.560686420944382,0.35998751787809885,0.5581865292561743,0.49064376046511776,0.28072712545799766,0.2708595372748793,0.5851099580981954,0.7964807108958566,0.574761729367809,0.36944546734343786,a
0.24693269500105064,0.5640557034709833,0.5152036064419394,0.3423019505509507,0.49969155337899307,0.4022206019319019,0.19985955754576548,0.21689412235060904,0.521293978608395,0.7931153925420183,0.5239863575717637,0.3021847372704472,a
0.4875754122844578,0.9786433650220436,0.4855432115741902,0.23377359628864652,0.16054014429102126,0.09877851632997348,0.05280832100488997,0.10218803961614295,0.32490430364345346,0.4892348906653967,0.2671670475536575,0.32036595990221584,a
0.20638709943799247,0.3079501849600872,0.2750920741543892,0.17490574053787225,0.2669115258951327,0.24779605800589363,0.17871094478963462,0.22684257359714996,0.5494523095979507,0.883754791674896,0.6689000017830912,0.47513238215368697,a
0.34517912839828324,0.8075140081102453,0.3919983140264974,0.16107025637042696,0.1905391764615429,0.14850782381665092,0.11445034757792716,0.18873540138241443,0.493716925223719,0.8346637274599011,0.5899787768842464,0.37583961959262313,a
0.3306100777181914,0.7293057737618549,0.5174016500698784,0.23155241851168798,0.15326448123550104,0.13369708345239864,0.12904413122556355,0.2342838069165836,0.6434643929168701,0.9377123105492962,0.7521233378558716,0.4704775467657701,a
0.18925230180994476,0.347412850772965,0.3157206872303885,0.21379692809949352,0.3483502867962018,0.3014962172365793,0.1897309369026761,0.25334319055910715,0.6380748001431858,0.9687153920836331,0.7193281781465536,0.42035376041070094,a
0.3294049706797314,0.5584913547924811,0.6373070874559613,0.3973352083073751,0.5768576161738304,0.4987490870246647,0.2607623374879927,0.2603727148298177,0.5380282282248448,0.833698762556366,0.627572494750156,0.5140925843548035,a
0.32534459491957773,0.4337505330001295,0.4081804808717818,0.3434235520998034,0.5369720987802435,0.47322425144644203,0.2858817948547638,0.306984704412184,0.6191781947050787,0.8470821636093164,0.6927676917100305,0.6144207368108965,a
0.4027159676119288,0.5999960511950782,0.4155134148482267,0.2582164537625424,0.3240689543288082,0.27122157170785416,0.23480289486597902,0.35625926349859555,0.8117069927417585,0.8518249794646864,0.7281252344105582,0.7065052062057688,a
0.33967335208457344,0.6043370195323287,0.6358606083224282,0.5096969501383372,0.84335645060088,0.5122715029288253,0.1878320894869896,0.19657145900478287,0.5126282448818743,0.6916306447909534,0.5802674397098326,0.6620347172919782,a
0.17101692597959445,0.2213072612170471,0.2227139298607901,0.17654943383235788,0.25033435361146134,0.2550244776959019,0.18779664790989348,0.250111350646922,0.66302600822449,0.9881641358066031,0.7593096182164559,0.48474099030928114,a
0.38952674971641504,0.7616167317472003,0.4082881312816123,0.3842588452668052,0.7192566411588119,0.24174480293234238,0.06275569493874823,0.11830023563480392,0.3447898963575066,0.35838132866616423,0.2055493926841422,0.2529110858799772,a
0.41490466894108197,0.8241079556377094,0.4084549929298738,0.2726604271872699,0.39525183259690877,0.14409164972231545,0.07405997096872104,0.17517015939058425,0.534346476457409,0.608399898814626,0.28342392946947004,0.26353344499474096,a
0.44180646089751496,0.8356614689284243,0.4541060197954312,0.3341927086343713,0.597153213587097,0.19622424957794762,0.07999619062313892,0.11381321314772584,0.27174375177295557,0.3011262674826513,0.24144067372945585,0.34587950078117946,a
0.46856034131124963,0.8704706080823302,0.43756194686987115,0.2463384004796405,0.2971945724566611,0.12003832040062637,0.07299671322043814,0.1495216348850562,0.4151391769052718,0.45637387708682553,0.3050184060465874,0.30966630084909236,a
0.3326401419819735,0.4181016672478604,0.4003660794724074,0.4090308518354465,0.5994020419795333,0.5842262648984471,0.382390159386785,0.3638782101729365,0.6467527575174474,0.8412828627524984,0.7073779374205346,0.5672852563763211,a
0.4660768725760637,0.5450760134833328,0.31109861138724304,0.3466457504330704,0.9009097462672863,0.3463060430541004,0.11036211523331467,0.1699290871789617,0.4314670499633385,0.5096072029142777,0.3908509993195448,0.5353900733781076,a
0.4835966338799442,0.8647748905513895,0.44146756274377974,0.2684249149318363,0.3184240638764882,0.15758190408431802,0.0984071439617503,0.17472143367207338,0.5114444395331896,0.6566721619741345,0.31486078805091483,0.3784271328806229,a
0.4176212382953375,0.7363782623928874,0.38074438437822583,0.35633927734625426,0.6407868904514015,0.21710806338013222,0.06585910933299968,0.14224950019117666,0.5608629721436114,0.7412999814114022,0.35485661049007466,0.31101446039774083,a
0.4840652322810981,0.7807829074159485,0.4112956793610185,0.27698890831490375,0.4003738825025031,0.1615857423901737,0.0815131433275178,0.18149327877394222,0.5679491604477418,0.6958394150855909,0.43042789596204967,0.3878467507096904,a
0.543335761228001,0.8463462584697687,0.4170444921214706,0.3452708040743663,0.5388854210578429,0.21515633673836157,0.15426385328672815,0.20895695030423053,0.41636614071830674,0.5123337815521517,0.32970598140498386,0.34908283356489894,a
0.5008847221387518,0.9318178807507806,0.5165602265891,0.2084551805099156,0.17060728223758337,0.12964890289081035,0.0887925644666717,0.13356331388773862,0.33005679506411406,0.3187637833077023,0.23005298782346387,0.32954139991019216,a
0.4476162002741106,0.8560116254260611,0.4188987131930792,0.19786547622964634,0.2006505173281979,0.11330399891581264,0.06473161994345267,0.1806695466771462,0.5818709743302208,0.4309131267632548,0.1840134503103259,0.26645049476824956,a
0.47399629305907615,0.9269087715821742,0.46613318563997014,0.1629645868113685,0.11256587619888933,0.06578869868260463,0.04743697860523508,0.07767957149377101,0.16558075732153552,0.17843415912777189,0.11914812283523696,0.2148365846502468,a
0.4881343148307942,0.8753769860075321,0.47485036070577163,0.1961159671694137,0.15847154472235803,0.09595949501864857,0.07578488274470462,0.13926921275691947,0.3521505297119804,0.4157444471216499,0.33595779851692226,0.3584670666244436,a
0.2939300215128329,0.5481529830951524,0.27504537173377497,0.17936388108779067,0.3617020894420672,0.10597391589397498,0.04584604973679217,0.12766499760102945,0.5958612662309483,0.9473697419874776,0.402858547290358,0.2976674697392285,a
0.2776203101337425,0.4195650941818034,0.373851510988891,0.41294644501013533,0.7530393949358974,0.6026220484930453,0.28941508422746504,0.3016003920146767,0.6421799077599483,0.8663327494563976,0.7261235879547502,0.5397163921420416,a
0.4785624801686912,0.9182732600118546,0.45768933152466923,0.16338298375178464,0.10209006875147837,0.08582906145106124,0.07600630860720324,0.09703629742502871,0.21438541059181213,0.17121880776999832,0.14486012177206398,0.28313407103965,a
0.38252320114188487,0.6857401744720093,0.3594329158839468,0.43202821099615524,0.7738411462702656,0.3362977635640549,0.13486645312059972,0.22865603107959787,0.563760898011891,0.4811979456088829,0.3306635388265302,0.34549661802783044,a
0.36576937786047464,0.6612565733186179,0.3172579253494596,0.3845267539705727,0.7651046194081662,0.16785398705523838,0.07197068091845898,0.10367117398422163,0.4092513438535768,0.6063738663016783,0.23973298806668578,0.230691294325732,a
